Koncert_ID,Koncert,Beskrivelse,Genre1,Genre2,Spillested,Dato,Tid,Doerene_aabner,Varighed,Antal,Pris,Billetgebyr,Pris_i_doer,Sal,Pladser,Billede
31,Unseen Faith + Heidra,"UNSEEN FAITH delivers a crushing fusion between deathcore and metalcore at the highest standard. Armed with heavy guitar riffs, lots and lots of energy and neck-wrecking breakdowns - the band is getting ready to release their sophomore album ‘Evoke’: “Evoke is a call for a revolution in our mind and attitude towards ourselves and other people. It’s about time we break free of the mountain of high expectations we have to ourselves and break free from the inner voices that drag us down and make us selfish and lonely. We all have a responsibility not to contribute to a cultural self-understanding that it’s all about appearing as successful as possible. All songs on’ Evoke’ are full of honest realizations and rallying cries for a better world and a better life”, vocalist Alexander Eriksen explains. The coming full-length album has been recorded, produced and mixed by Chris Kreutzfeldt at Badcat Studio and mastered by Ermin Hamidovic. With compositions that naturally move between dark and heavy, to exalted atmospheric breathing-halts, UNSEEN FAITH is taking a major step into new heights, and it'll be impossible for listeners around the world, to keep from banging their heads along to these songs. Furthermore the record features guest vocals from rising stars Daniel McWhorter (Gideon), Andreas Bjulver Paarup (CABAL) and Benjamin Ganzhorn (Daze of June).

HEIDRA is a Copenhagen based metal band playing a mix of melodic, black and power metal with folk-themed undertones, powerful choruses and brutal growls. Heidra has a strong following in the Danish folk/metal scenes with an established yet growing fan base and a rich gigging history around the country. Heidra was formed in 2006 and has been steadily growing in strength, in song-writing and as a live performing band for over 13 years. Heidra released their debut EP Sworn to Vengeance in 2012 which was followed by the band’s first full length album Awaiting Dawn in 2014. The album was recorded in Andy La Rocque’s (King Diamond) Sonic Train Studios and accompanied by the bands’ first professional video filmed on location at the iconic Møns Klint for the song ‘The Eyes of Giants’. These two critically acclaimed releases pushed Heidra forward and landed the band a series of concerts, including two smaller international tours with bands such as Ektomorf, Infest and Noctem, a Danish tour and support concerts in Denmark for folk metal giants Korpiklaani. In 2016 the band were given a support slot on a full European tour in support of Ensiferum and Fleshgod Apocalypse. This propelled the band, literally and figuratively onto the international stage and opened the door to many new fans and new friendships. At the conclusion of the tour work began in earnest to a follow up album, expanding upon and continuing the epic narrative begun on Awaiting Dawn. The Blackening Tide was recorded in Rome at Kick Recording Studio in 2017 and marked a further evolution in songwriting prowess and metal riffing majesty. Following the release of The Blackening Tide, Heidra once again set out to conquer Europe, supporting Omnium Gatherum on their European tour in the fall of 2019",Metal,,Studenterhuset,28/01/2021,20.00,19.00,–,–,95,ja,125,Store sal,unum. Siddepladser,unse.jpg
32,Ibrahim Electric,"Det er kort sagt både musikalsk, underfundigt, underholdende og morsomt at tilbringe en aften i selskab med Ib Grønbech og Containerkvartetten.",Blues,Jazz,Studenterhuset,29/01/2021,20.00,19.30,–,–,100,ja,–,Store sal,unum. Siddepladser,ibra.jpg
33,Bleeder,"Studenterhuset Aalborg er stolte af at præsentere Peter Peters supergruppe Bleeder, når de tager på turné i anledning af deres 25 års jubilæum og vinyl-udgivelsen af soundtracket til 'Pusher'-filmene.

Med Sunrise står Peter Peter bag en af de bedste danske rock-lp’er på denne side af årtusindeskiftet, men indtil videre er det de færreste, der er klar over det. Det generer dog ikke Peter Peter synderligt, for guitaristen er vant til at arbejde under radaren og trives bedst der.

Han har prøvet at være i rampelyset nogle år i 1990’erne, hvor hans band, Sort Sol, var landets populæreste, indtil han skred i 1995. Siden har han stået i spidsen for The Bleeder Group; en forunderlig, levende organisme, der forandrer sig i en konstant bevægelse, når den da ikke ind imellem helt forsvinder.

I 2020 kan The Bleeder Group fejre 25-årsjubilæum, men den slags går bandet ikke op i. Til gengæld gav det musikerne et seriøst kick, da de forud for udgivelsen af to lp’er med musik til Nicolas Winding Refns film Pusher II og Pusher 3 i oktober 2019 fandt sammen for at øve til en enkelt optræden i en pladebutik på Gl. Kongevej i København.

Hundredevis af folk dukkede op til begivenheden, og selv om alle kunne høre musikken, for bandet spillede højt, endog meget højt, var det de færreste, der kunne se. Publikums ønske om at opleve The Bleeder Group live er ikke nyt, men nu er det ikke længere bare et ønske, det er blevet et krav. Og endda så stort, at bandet ikke længere kan ignorere det.

The Bleeder Group har derfor besluttet at spille nogle koncerter i 2020. Det vil være bandets første siden 2005, og repertoiret vil være numre fra de to albums, Psycho Power (1997) og Sunrise (2004), men naturligvis også nye og ukendte ting, hvor bandets tre guitarister kan spille op til og imod hinanden oven på en betontung bund af to bassister og to trommeslagere. Det er hårdt og uforsonligt, men ikke kun. Det er også melodier, som vi ved, at Peter Peter kan skrive dem, og så er der naturligvis plads til, at alt kan ske. Musikerne lytter til hinanden, spiller med hinanden, og giver hinanden tid og rum til soloridt og kollektive ekskursioner, som kan gå i retning af prog, kraut, glam, Detroit-1970. Eller den modsatte vej.

Intet på den danske scene lyder som The Bleeder Group. Intet noget sted i verden lyder som The Bleeder Group, som i 2020 består af gamle og helt nye Bleeder-ansigter:

Peter Peter (guitar, vocal) Marie Eline Hansen (vocal) Bjørn Banke (guitar) Mads Såby (guitar) Kaspar Luke (bas) Morten Chrone (bas) Povl Kristian (keys) Peter Kyed (synth) Mads Folmer Richter (trommer) Rune Thøgersen (percussion)",Rock,,Studenterhuset,05/02/2021,21.00,20.30,–,–,160,ja,–,Store sal,unum. Siddepladser,blee.jpg
34,Felix Kubin (support: Gel),"ALICE fejrer i samarbejde med​ TAPE​ og​ Studenterhuset​ Aalborg det dansk-tyske kulturelle venskabsår 2020 (DD2020) ved at bringe visionære tyske kunstnere rundt i Danmark, hvor de ikke kun møder det danske publikum, men også danske musikere, da hver aften også byder på et dansk act. Vi er stolte af at kunne præsentere en eksklusiv solo-turné med den tyske musikalske anarkist, lydkunstner, dadaist og outsider Felix Kubin.

OBS! ALICE følger myndighedernes retningslinjer vedr. COVID-19 nøje. Alle koncerter i august/september/oktober afholdes derfor med siddepladser og et stærkt begrænset antal billetter. Læs mere om vores COVID-19 tiltag ​her​. Som et vidunderbarn af Kraftwerk, kassettebåndspunk, dadaisme og den revolution, der startede med den analoge synthesizer, er Felix Kubin en musikalsk anarkist med en fantasi som en hel børnehaveklasse, der pakker en mikrofon ind i en hotdog for at optage lyden af en hund, der bider det hele i stykker - og som er komponist nok til at vide, at det hele skal have en form.

Felix Kubins konkrete og musikalske opvækst fandt sted i den nordtyske by Hamborg, hvor han i en alder af blot otte år gav sig i kast med sine første eksperimenter med båndoptager, klaver og klokkespil. Tre år efter fik han sin første synthesizer, den ikoniske Korg MS-20, og har siden markeret sig som en af den eksperimenterende elektroniske musiks helt unikke særlinge – både på egen hånd og i en række konstellationer med mere eller mindre ligesindede kunstnere, blandt andet i punkgruppen Die Egozentrischen 2 og noise-duoen Klangkrieg.

På en fin balance mellem lydkunst og popfornemmelser har han som solokunstner siden debuten i 1998 med pladen ”Filmmusik” og et utal af efterfølgende udgivelser gravet sig ind i sin helt egen niche baseret på lige dele konkretmusik, tyske schlager-tendenser og en opfindsom, elektronisk legesyge. Sideløbende har han i årenes løb arbejdet på en lang række produktioner inden for teater, animation og sågar hørespil til tysk radio.

Felix Kubin har spillet talrige koncerter på Jazzhouse - både solo, som DJ og som del af større konstellationer. Han skulle have gæstet ALICE i marts 2020 i forbindelse med DOX-visningen af “Felix In Wonderland”, men arrangementet blev aflyst grundet corona. Til november kommer han tilbage på dansk jord, og vi glæder os til at præsentere ham på en eksklusiv solo-tour i samarbejde med TAPE og Studenterhuset. Felix Kubin

november: ALICE
november: TAPE
november: Studenterhuset Aalborg
——

Support: Gel

‘Gel’ er inkonsekvent dansemusik skabt af dansekunstneren Karis Zidore. Med baggrund i dans og performance, komponerer hun sin musik med og for kroppen. Dette viser sig i hendes abrupte kompositioner og beats, der skifter mellem at tage form og falde fra hinanden. Zidore opererer i spektret mellem klub-musik og lydkunst, og insisterer på en konstant forskydning af grooves, og friktion mellem rytmer og lydlandskaber.

Ved siden af musikken arbejder Karis Zidore med dans og koreografi, bl.a. som del af det kunstneriske kollektiv og venue Danseatelier, som er en kontinuerlig undersøgelse i organisatorisk koreografi.

——

Koncerten er en del af en fælles koncertserie præsenteret af ALICE, Tape og Studenterhuset Aalborg under det dansk-tyske kulturelle venskabsår 2020. Med afsæt i de dybe historiske bånd mellem Danmark og Tyskland skal det kulturelle venskabsår i 2020 videreudvikle og intensivere det gode samarbejde mellem vores to lande og sætte et internationalt eksempel for fredelig og fremadskuende sameksistens i det 21. århundrede.",Elektronisk,,Studenterhuset,05/02/2021,22.00,21.30,–,–,100,ja,–,Stargate,unum. Siddepladser,feli.jpg
35,The Entrepreneurs,"The Entrepreneurs vender tilbage til Danmark i 2020 efter koncerter i bl.a. Tyskland og England henover 2019 for at spille intense koncerter for deres danske publikum. Med sig har de nye lyde og energi, som bandet passioneret har arbejdet på til det, der bliver den kommende plade. Deres eksperimentelle og energiske lydunivers er grundessensen i bandets sangskrivning, der efter endnu et års udforskning har bragt nye sange med sig. The Entrepreneurs nyder et ry som et fremstormende og erfarent liveband, der ikke er bange for at udfordre deres koncertgængere.

“Vi glæder os vildt meget til at komme ud og besøge nogle af vores absolutte yndlingsvenues i Danmark. Vi har befundet os i studiet og øvelokalet længe nu og trænger til at komme ud og møde alle vores fantastiske musik-fans igen” fortæller bassist Anders Hvass Med udgivelsen af deres debut-EP, Tony Rominger, i 2016 manifesterede forsanger og guitarist Mathias Bertelsen, bassist Anders Hvass og trommeslager Jonas Wetterslev sig som et af Danmarks bedste live-bands. I februar 2019 udgav bandet deres debutalbum via det velansete independent-selskab Tambourhinoceros, der fik stor ros med på vejen fra danske såvel som engelske medier og anmeldere. Debutalbummet Noise&Romance er en udforskning og rejse i nogle af rockens mest toneangivende subgenre som punk, grunge og post-rock, der ikke kun fik god medvind hos de danske rockentusiaster, men også skubbede bandet afsted ud til udenlandske fans.

Efter en omfattende turné i kølvandet på albummet opnåede trioen hurtigt et rygte som et af de mere prominente livebands i Danmark med deres æstetiske rige og eksperimenterende koncerter, der bragte dem fra SPOT til bl.a. Reeperbahn Festival i Hamborg og legendariske spillesteder i London. I en rejse fra deres EP henover debuten vil The Entrepreneurs lande sikkert i deres nye kompositioner og bringe det med, rub og stub, til forårets annoncerede koncerter.",Rock,,Studenterhuset,10/02/2021,20.00,19.30,–,–,130,ja,–,Store sal,unum. Siddepladser,thee.jpg
36,Patina (support: Telus),"P3 Guld-talenterne med de hæsblæsende koncerter Patinas kerne er tre trommeslagere, der skiftevis giver den som frontmand og skaber et ekstatisk fællesrum, hvor man med åbent bryst kan stille sig sårbar. Rygtet om Svendborg-bandets hæsblæsende koncerter løber med stigende hast – Og derfor er de vej på deres første egen Danmarksturné i 2020 og er samtidig nomineret til P3 Guld Talentprisen. De tre frontmænd har rødder i musikbyen Svendborg, hvor de sammen søsatte projektet. De oprettede en Dropbox-mappe som første led i et uformelt eksperiment, hvor alle bød ind. Da de stod med sangen ’miner_paa_papir’, kiggede de på hinanden og var enige om, at her var mere at efterforske. Det var på én gang medrivende funky som 1980’erne danske guldalderpop og råt, oprigtigt som postpunken. Sådan er det fortsat. Søren Bastrup Bojsen bidrager ofte med det desperate og instinktive, Gregers Møller Jensen med det uortodokse og skæve og Mads Skov Hansen med blikket for det skarpt kondenserede. Ud af det fællesskab, hvor der er plads til personligheder og alle deres facetter, opstod også bandets specielle ramme: at de, selv om de alle har baggrund som trommeslagere, skiftevis stiller sig op og tager rollen som frontmand. ”Vi har svagheder og styrker, og vi er ikke bange for at anerkende, at der er noget, vi ikke er gode til. PATINA er større end hvert vores ego. Vi er klar til at stille os selv til side, men også til at træde i karakter, når vi har noget at byde ind med,” forklarer Mads. Det er tydeligt i nummeret ’Flammer Rammer’, hvor alle tre frontmænd synger. Samtidig er det en sang, der illustrerer bandets lyriske lag. Patinas tekster kredser om almenmenneskelige hverdagsfortællinger. Men stillet helt op på knivsæggen. Der hvor skrøbeligheden dirrer, angsten raser, eller kærlighed slår sin første sprække. Hele tiden er der noget på spil. Hvilket enhver, der har set en af deres koncerter, kan nikke genkendende til. Her vokser de til et kollektiv på syv mand, og Soundvenue fremhævede dem blandt årets oplevelser på Spot 2019, mens Gaffa storroste deres koncert på Smukfest: ”De er som skabt til store scener.” ”Når man er til koncert med os, så er man med til at skabe rummet. Vi tør være der, skrælle alle lag af, og vi håber, at folk tør være der sammen med os,” siger Søren, og Gregers supplerer: ”Vi vil gerne være et band, som giver folk modet til at slippe sig selv fri.” Patinas seneste udgivelse er singlen ’Sådan Må Det Være (Uhhhh)’ og efteråret, 2020 dragers bandet på deres første Danmarksturné i eget navn: www.gig.to/patina Hjemmeside: http://bandetpatina.dk
 Facebook: https://www.facebook.com/PATINAmusik Instagram: https://www.instagram.com/patina.mp3/ TELUS Et band som har eksisteret i cirka 1,5 år, bestående af 4 nordjyske unge mænd. Vores musik bevæger sig i Indie/alternativ genren, og vi ønsker at skabe et univers, hvor der plads til fuld indlevelse og alle følelser. https://soundcloud.com/telusmusic/bedtime-stories",Pop,,Studenterhuset,11/02/2021,20.00,19.30,–,–,55,ja,–,Store sal,unum. Siddepladser,pati.jpg
37,Calby,"Studenterhuset er glade for at byde velkommen til Calby igen efter efterårets store succes! ————————————— Der er meldt udsolgt i alle byer, når danske Calby rammer landevejen i denne måned. I dag løfter den danske sanger dog sløret for en ny og større tour, der vil bringe ham rundt i landet med hits som Burnout, The Million Dollar Song og The Everyday Bit i rygsækken. Fra Ideal Bar til Store Vega For godt et år siden brød en ny kunster lydmuren med sangen ’The Everyday Bit’. Den blev Ugens Uundgåelige på P3 og toppede samlet set som #8 på dansk radio. Bag hittet stod Calby aka. den danske sanger, sangskriver og producer, Mik Thybo. Billetterne til hans første show på Ideal Bar, blev revet væk og siden har interessen været så stor, at han kunne melde udsolgt på Lille Vega 9 måneder før show og i dag kan annoncere sin første stående Store Vega koncert samt en stor landsdækkende tour. Det skal nævnes at den udsolgte Lille Vega efterfølgende er blevet ændret til en siddende Store Vega pga. de nuværende restriktioner. Burnout: Fra hypet til storhittende Medier som Gaffa, Soundvenue og P3 pegede hurtigt på Calby som en af 2020’s one-to-watch og efter at have opnået stor hype med The Everyday Bit, udgav Calby derefter sin anden single Burnout. Et kæmpe hit, derfor alvor satte Calby på dansk musiks landkort. Burnout var i månedsvis den mest shazhamede danske sang, toppede som #2 på dansk radio og er i skrivende stund gået guld med næsten 7 millioner streams på Spotify. Koncerter tilpasses Covid-19 restriktioner Det er efterhånden ikke nogen hemmelighed, at livemusikken er stærk udfordret under coronavirussen. Det kan Calby skrive under på med mere end 15 aflyste festivalkoncerter. Men for netop at holde live i livemusikken annoncers denne tour og skulle der fortsat være restriktioner i 2021, vil Calby og arrangørerne gør alt for at gennemfører koncerterne under de givne restriktioner (ligesom det er lykkes at gennemføre den nuværende tour i September 2020)",Pop,,Studenterhuset,06/02/2021,21.00,20.00,–,–,210,ja,–,Store sal,unum. Siddepladser,calb.jpg
38,Konstrukt (support: Assegai),"Den tyrkiske jazzgruppe Konstrukt har siden 2008 været med til at udvikle på den internationale jazzscene og nu kommer de forbi Aalborg for at udfordre vores konventioner om lyd og musik.

På mange måder står Konstrukt som en ret unik gruppe i det moderne jazzlandskab, hvor kosmiske meditationer, eksplosive improvisationer og sfærisk bølgeskvulp ofte kan stå side om side med historiske referencer som fusionsjazz, bebop, den klassiske amerikanske freejazz eller groovy hardbop. Man ved aldrig helt hvad man får med Konstrukt, andet end at de har vist sig at mestre alle discipliner de endnu har kastet sig ud i. De seneste godt ti år har gruppen etableret sig som et af de fremmeste navne i verdensjazzen og har samarbejdet vidt og bredt, blandt andet med giganter som Thurston Moore, Peter Brötzmann, Keiji Haino, Joe McPhee, Evan Parker og Marshall Allen.

Anført af guitarist Umut Caglar inviterer Konstrukt lytteren ind med velkendte elementer, lefler for både garvede som spæde jazzentusiaster, inciterer stonerrockeren, danser let med verdensmusikanterne og efterlader alle med en fuldstændig følelse af, at trods velkendte elementer, så har man aldrig før hørt dem sådan. Denne eksperimenterende tilgang har medført stor opmærksomhed bl.a.fra Sonic Youth-guitarist og mentor for eksperimenterende musik, Thurston Moore såvel som Roskilde Festival, hvor gruppen sidste år indtog scenen.

Som testamente for deres liveevner har Konstrukt udgivet et væld af liveplader ofte med prominente samarbejdspartnere, men denne aften mødes vi af den rene kerne, den direkte indgang til en knude af kreativitet, som for det almene menneske kan virke Gordisk, men for Konstrukt kan bindes op med lethed, vilje og langt mere kontrol end vi opfatter. Det er i sandhed en mulighed for at opleve nogle af jazzens moderne mestre.

Tekst af Peter Svendsen

—

Support: Assegai

Assegai er et slankt spyd, især brugt i de Bantu-talende dele af Afrika. Et formidabelt våben, lige så dødbringende som innovativt. Spyddet har givet navn til en konstellation af fire mennesker fra Aarhus, der fra hver af deres musiske hjørner spiller ind mod et kaotisk, men dog distinkt center. Den ideelle rock, hvis termostaten af nød er blevet sat for lavt i din dårligt isolerede lejlighed, som du alligevel betaler for meget for på grund af løssluppen kapitalisme. Rytmisk og tonalt motiveret af øst- og nordafrikanske artister, forsøger Assegai at sammenføre de sydlige inspirationer med en mere kølig lyd.

Assegai består af Thomas Nørgaard (bas), Markus Sollid (saxofon), Kristian Obling (guitar), og Jesper Moeslund (trommer), og sammen skaber de en skæv instrumental rock, der lugter ligeså meget af lynghede og egeskove som af savanne og ørkenlandskab.",Jazz,,Studenterhuset,12/02/2021,21.00,20.30,–,–,60,ja,–,Store sal,unum. Siddepladser,kons.jpg
39,Dopha,"Selvom Coronaepidemien har gjort sit indtog i hele verden, har det ikke stoppet Dopha fra at have et skelsættende år med stor radiosucces og rosende liveanmeldelser fra toneangivende medier. I januar 2021 er hun klar med sit længeventede debutalbum ’The Game’ og tager på i samme ombæring Danmarksturné.

’Rygtebørsen taler sandt. ”Danmarks næsteverdensstjerne” er fundet’, skrev GAFFA om Dopha i sommer. Hendes musik har kørt i heftig rotation på både P3, P4 og P6 Beat, hvor hun har ramte en bred målgruppe allerede tidligt i karrieren. Dophas stærke singler ’September Till June’, ’Happy For Me’, ’The Game’ og ’Anti Breakup Song’ viser alle et stort sangskriver-talent hos den spirende stjerne. Nu kan fans af Dopha se frem til endnu mere musik, da hun er ved at lægge sidste hånd på sit debutalbum kaldet ’The Game’, der udkommer i starten af 2021. Et album, der favner både det nærværende, skrøbelige og storladne, men som også viser en mere legesyg og drilsk side af Dopha fra Romalt. Hun skriver sange med forbilleder som Lana Del Rey, Taylor Swift og Norah Jones, men har formået at skabe sit eget udtryk, der er solidt forankret i skandinavisk melankoli og udlængsel.

I forlængelse af debutalbummet annoncerer Dopha nu sin første Danmarksturné – ’The Game Tour’. Dopha og band besøger 11 byer fordelt ud over hele landet. Dopha glæder sig til det hele og udtaler: ’Det bliver så fedt at komme på tour og spille koncert, hver dag i en ny by! Jeg elsker generelt livet på landevejen og alle klichéerne, det bærer med sig. Vi spiller de sange, som jeg har brugt det sidste år på at lave færdige. Det bliver så magisk at møde mit publikum, og se, hvordan de reagerer på den nye musik. Jeg glæder mig som en 6-årig, der lige er vågnet med sommerfugle i maven på sin fødselsdag.’

Dopha har senest spillet til Kronprinsparrets Priser, hvor hun tryllebandt publikum med en overbevisende optræden, der både viste hendes sårbarhed og styrke som sanger og performer. Toneangivende medier, som Soundvenue, Politiken og GAFFA har også spået Dopha en stor fremtid som en af Danmarks næste store popstjerner med internationalt potentiale: ’Efter endelig at have oplevet Dopha live er notepapirerne overdækket med udråbstegn, i den gode sags tjeneste. For hold da maule, sikke en stemme.’ 5 stjerner, GAFFA. ’Mørk, dragende popmusik med Dophas meget flotte, i glimt nærmest røgede stemme helt fremme i bussen… end ikke det beskedne lydniveau, der ville få enhver borgerlig debattør til at bryde ud i vild jubel, kunne skjule det faktum, at Dopha har en både smuk, stærk og alsidig vokal.’ skriver Politiken. Dopha’s ’The Game Tour’ annonceres og sættes i salg torsdag d. 12. november kl. 10:00. Fans af Dopha kan i mellemtiden lytte til hendes playliste ’Basic Bitch Diaries’, hvor hun har samlet alle sine udgivede sange.",Pop,Indiepop,Studenterhuset,13/02/2021,20.00,19.30,–,–,120,ja,–,Store sal,unum. Siddepladser,doph.jpg
40,Lydmor,"”Lydmor ticks all the boxes; the girl has everything (…) For my money she’s the most ground-breaking, inventive artist in Europe right now, possibly in the world” — God is in the TV (Blog - UK)

LYDMOR har brugt de sidste to år, siden udgivelsen af hendes sidste anmelderroste samt prisvindende album på intense tours i Europa, UK, og Asien. Hun er berygtet og kendt for altid at levere en magisk cocktail af udfordrende visuelle shows kombineret med hendes tryllebindende konceptuelle elektropop. En artist der aldrig går på kompromis og altid går sine egne veje.

”Uanset om det stod på skarpskåren electropop eller stille sange på flygel, brillerede Lydmor i DR Koncerthuset. Det var storladent og bjergtagende, men det forblev altid menneskeligt og nærværende” — Soundvenue (*)

LYDMOR har til manges overraskelse flere udgivelser bag sig heraf ‘A Pile Of Empty Tapes’, udgivet i 2012, og ‘Y’, i 2015. Disse albums rørte mere på sig i udlandet end herhjemme og skabte en dedikeret fanskare. På nippet til at opgive musik drømmen pakkede den dengang 26-årige Jenny Rossander i 2016 sin kuffert, og rejste alene til Shanghai. Den personlige rejse og inspirationen i Shanghai dannede fundamentet for den fortælling, der i September 2018 manifesterede sig i hendes gennembrudsalbum ”I told you I´d tell them our story” fra september 2018. Derfra tog det for alvor fart for den fremadstormende LYDMOR, der i 2018-2019 tog på en turné i Asien, Rusland og derefter på en succesfuld tour rundt i hele Europa og UK og afslutter året 2019 med endnu en tour i Asien.

I starten af 2021 udkommer CAPACITY. Et kontrastfuldt, musikalsk værk, hvor fiktion og virkelighed smelter sammen i et mangefacetteret lydunivers.

Det er på én og samme tid den elektroniske popkunstners mest personlige, komplekse, og konceptuelle album til dato.",Pop,Elektronisk,Studenterhuset,19/02/2021,20.00,19.30,–,–,210,ja,–,Store sal,unum. Siddepladser,lydm.jpg
41,Uffe Lorenzen & Lydsyn,"Danmarks ukronede syrerock-konge Uffe Lorenzen udgav den forgangne september sin tredje soloplade ‘Magisk Realisme’ til generel begejstring hos publikum og kritikere i kongeriget og hinsides. Efter udgivelsen gav han en stribe pandemi-regulerede solo-koncerter, senest på et udsolgt Bremen Teater i København. Nu har Lorenzen i mellemtiden samlet sig en god, gammeldags rock-trio under navnet LydSyn, som udover ham selv inkluderer musikerens gamle venner Palle Demant på bas og Jens Eyde på trommer. Under en nedlukket sommer i det satans år 2020 stod kedsomheden i fuldt flor og afsavnet for rocken voksede med. De tre stak hovederne sammen og tændte op, og formationen gav efterhånden mening i en sådan grad, at LydSyn nu kan annoncere en forårsturné på ti koncerter i hele landet. Med sig tager de et udpluk af Lorenzens bagkatalog med behændig vægt på det seneste, relativt rockede soloalbum, men også materiale fra ældre skiver i eget navn og ikke mindst gamle Spids Nøgenhat-sange - alt sammen i et energisk, rå-swingende old school rock n’ roll trio-format.",Rock,,Studenterhuset,20/02/2021,20.00,19.30,–,–,175,ja,–,Store sal,unum. Siddepladser,uffe.jpg
42,Chinah,"På ’Feels Like Forever’ flyder den danske trio ind i drømmenes nostalgi. Med åbne øjne og glasklare melodier. Albummet er skabt via gruppens særlige metode, hvor de sender små musikalske gaver til hinanden – og det har forhindret dem i at gå i opløsning. Det hele begyndte med en overspringshandling. De måtte se hinanden i øjnene og tale om, hvorvidt de skulle fortsætte sammen. ”Men i stedet for at gå i opløsning lavede vi et nyt nummer. Nærmest som en overspringshandling og en abstraktion over alt det, vi havde svært ved at tale om,” siger sanger Fine Glindvad og forklarer, hvordan anslaget præger hele albummet: ”Det ophøjer det at sige farvel og forlade noget. For det er ikke et hårdt og bittert farvel. Det er et farvel med en bevidsthed om, at man tager noget med sig videre. Det er et had/kærlighedsforhold til nostalgien. På den ene side kan det være et hukommelsestab, fordi man glemmer, hvordan fortiden virkelig var. På den anden side kan det være en behagelig drømmetilstand.” Deri ligger også albumtitlens spil på at forlænge momentet, ’Feels Like Forever’. Det hele er skabt på gruppens særegne facon: De deler en dropboxmappe, hvor de hver især uploader skitser og småidéer, der så udvikler sig i uforudsigelige retninger. ”Vi er rigtig dårlige til at være i sync med hinandens liv. Men musikken holder os sammen. Vi blotter os ved at dele noget ufærdigt og skrøbeligt med de andre. Uden vi kan se, hvordan de reagerer, når de lytter til det. Men oplevelsen er igen og igen, at der bliver taget hånd om idéen, og den udvikler sig til en sang, ingen af os individuelt eller med andre havde kunnet gøre så særlig, siger Simon Kjær. De klipper og klistrer ivrigt med hinandens skitser og idéer. Hiver en stump væk fra dens oprindelige kontekst og får den til at skinne et andet sted. Det er, som Simon Andersson siger, ”som at agere Doktor Frankenstein med musik.” På den henslængte sang, ’Promise’, er nogle af Fine Glindvads gamle vokaler eksempelvis klippet sammen med nogle nye optagelser, så delene danner et helt tredje nummer. Og tro mod albummets tema kredser ’Promise’ om at være afklaret med en afslutning. Det suppleres af bl.a. den klare og enkle ’Mysterious’, der handler om at tage skyklapper på og være i sin fantasi, og af den længselsfulde ’Seconds of Heaven’, der midt i hverdagen sukker efter de store øjeblikke. Chinah blev dannet i 2014 af en speciel sammensætning af musikere og personligheder. Sanger Fine Glindvad er som datter af en banjospiller vokset op med bluegrassmusik. Guitarist, Simon Kjær, og manden bag synthtangenterne, Simon Andersson, kommer begge fra en baggrund af eksperimentel elektronisk musik.",Pop,Indepop,Studenterhuset,18/02/2021,20.00,19.30,–,–,160,ja,–,Store sal,unum. Siddepladser,chin.jpg
43,Drew Sycamore,"2020 har på trods af alle udfordringer også budt på nye muligheder og glædelige overraskelser. For Drew Sycamores vedkommende har året givet ro til fordybelse og skabelsen af en masse nye sange, der munder ud i en albumudgivelse i marts 2021. I løbet af i år har hun haft flere singler på hitlisten, bl.a. # 1 airplay hittet ”Take It Back” og den nyeste ”I Wanna Be Dancing” der pt ligger i Top 10. Hun har udgivet det anmelderroste debutalbum ”Brutal”, og har senest fået to Danish Music Awards nomineringer : Årets Nye Navn og Årets Nye Live-navn. I de kommende måneder skal Drew optræde til flere nationale TV-shows, og ellers lægge de sidste kreative hænder på det kommende album, der får titlen ”Sycamore”.

2021 bliver året hvor Drew Sycamore kommer til at placere sig solidt på landkortet, både med nyt album samt adskillige koncerter.",Pop,,Studenterhuset,04/02/2021,20.00,19.30,–,–,200,ja,–,Store sal,unum. Siddepladser,drew.jpg
